context_code,response_code,context_type,context,response,sarcasm_ev1,sarcasm_ev2,sarcasm_ev3,mustard_id
4F,R13,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: It's just in case. I'm not suggesting anything.,1,3,0,491
4F,R13,none,,Crofton: It's just in case. I'm not suggesting anything.,2,0,2,491
4F,R14,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""If we can't find anybody. We can just marry each other.""",3,0,3,491
4F,R14,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: If we can't find anybody. We can just marry each other.,1,0,5,491
4F,R14,none,,Crofton: If we can't find anybody. We can just marry each other.,3,4,5,491
4F,R15,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""Hypothetically!!""",2,3,3,491
4F,R15,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: Hypothetically!!,1,5,2,491
4F,R15,none,,Crofton: Hypothetically!!,2,5,1,491
4F,R16,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""I am not saying you won't be married I am just saying if chances have it we could go out then if we have nothing going for us.""",0,0,1,491
4F,R16,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: I am not saying you won't be married I am just saying if chances have it we could go out then if we have nothing going for us.,3,1,3,491
4F,R16,none,,Crofton: I am not saying you won't be married I am just saying if chances have it we could go out then if we have nothing going for us.,2,0,0,491
4F,R17,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""You might just not have met the right person! It was just a joke anyway.""",2,3,3,491
4F,R17,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: You might just not have met the right person! It was just a joke anyway.,3,2,1,491
4F,R17,none,,Crofton: You might just not have met the right person! It was just a joke anyway.,1,0,0,491
4F,R18,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""I was just saying if we are not.""",0,1,3,491
4F,R18,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: I was just saying if we are not.,1,2,3,491
4F,R18,none,,Crofton: I was just saying if we are not.,0,0,1,491
4F,R2,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""Do you want to get married.""",3,4,0,491
4F,R2,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: Do you want to get married?,1,5,2,491
4F,R2,none,,Crofton: Do you want to get married?,1,0,0,491
4F,R3,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""I don't know, things may not work out.""",4,3,2,491
4F,R3,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?","Crofton: I don't know, things may not work out.",3,2,2,491
4F,R3,none,,"Crofton: I don't know, things may not work out.",0,1,0,491
4F,R4,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""Well you never know. It's always good to have a backup.""",0,2,2,491
4F,R4,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: Well you never know. It's always good to have a backup.,0,3,2,491
4F,R4,none,,Crofton: Well you never know. It's always good to have a backup.,0,4,3,491
4F,R5,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""Just saying. We could even get married before we turn 40.""",1,2,0,491
4F,R5,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: Just saying. We could even get married before we turn 40.,1,0,0,491
4F,R5,none,,Crofton: Just saying. We could even get married before we turn 40.,3,5,3,491
4F,R6,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""Because I'm going to sabotage every boyfriend you have until then.""",3,5,3,491
4F,R6,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: Because I'm going to sabotage every boyfriend you have until then.,2,5,5,491
4F,R6,none,,Crofton: Because I'm going to sabotage every boyfriend you have until then.,0,0,0,491
4F,R7,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""You never know.""",3,4,3,491
4F,R7,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: You never know.,1,4,3,491
4F,R7,none,,Crofton: You never know.,3,0,0,491
4F,R8,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""I didnt say you wouldn't be just if we're both not married when the time comes is all.""",0,0,0,491
4F,R8,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: I didnt say you wouldn't be just if we're both not married when the time comes is all.,0,1,2,491
4F,R8,none,,Crofton: I didnt say you wouldn't be just if we're both not married when the time comes is all.,1,3,0,491
4F,R9,none,"Crofton and Molly walk down the street and see a mother with twin babies. Molly, who’s been having baby fever lately, complains that it’s so unfair that some people could get two babies while she can’t even get one! Crofton says, ""When we're 40, if neither one of us are married, what do you say you and I get together and have one?"" Molly, all confused, says, ""Why won't I be married when I'm 40?""","Crofton says, ""I'm not sure.""",4,1,4,491
4F,R9,none,"Crofton: I'll tell you what. When we're 40, if neither one of us are married, what do you say you and I get together and have one?  Molly: Why won't I be married when I'm 40?",Crofton: I'm not sure.,1,3,1,491
4F,R9,none,,Crofton: I'm not sure.,2,0,1,491
4T,R1,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Why would you tell me this.""",0,4,3,315
4T,R1,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: Why would you tell me this?,5,1,3,315
4T,R1,none,,Crofton: Why would you tell me this?,1,3,0,315
4T,R10,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Did you speak to her.""",5,5,3,315
4T,R10,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: Did you speak to her?,1,1,3,315
4T,R10,none,,Crofton: Did you speak to her?,0,0,0,315
4T,R11,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""I wish I had a girlfriend.""",2,3,2,315
4T,R11,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: I wish I had a girlfriend.,3,1,4,315
4T,R11,none,,Crofton: I wish I had a girlfriend.,0,0,0,315
4T,R12,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""You lucky bastard.""",3,0,5,315
4T,R12,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: You lucky bastard.,2,3,3,315
4T,R12,none,,Crofton: You lucky bastard.,3,3,0,315
4T,R13,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That seems a bit predatory mate. Maybe you should’ve just gone and spoke to her instead of trapping her on the train.""",2,1,5,315
4T,R13,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That seems a bit predatory mate. Maybe you should’ve just gone and spoke to her instead of trapping her on the train.,2,3,3,315
4T,R13,none,,Crofton: That seems a bit predatory mate. Maybe you should’ve just gone and spoke to her instead of trapping her on the train.,0,1,4,315
4T,R14,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Did you get to talk to her.""",1,4,3,315
4T,R14,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: Did you get to talk to her?,1,5,3,315
4T,R14,none,,Crofton: Did you get to talk to her?,0,0,0,315
4T,R15,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""What is this about again, I must have missed something.""",1,4,5,315
4T,R15,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,"Crofton: What is this about again, I must have missed something.",2,1,4,315
4T,R15,none,,"Crofton: What is this about again, I must have missed something.",0,0,4,315
4T,R16,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That is perverted and sounds kinda psychopathic Ryan.""",2,4,1,315
4T,R16,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That is perverted and sounds kinda psychopathic Ryan.,2,0,2,315
4T,R16,none,,Crofton: That is perverted and sounds kinda psychopathic Ryan.,2,1,2,315
4T,R17,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That's a bit creepy Ryan!""",3,1,0,315
4T,R17,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That's a bit creepy Ryan!,3,0,0,315
4T,R17,none,,Crofton: That's a bit creepy Ryan!,3,0,1,315
4T,R18,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That's a bit creepy. Were you stalking her or something?""",0,3,1,315
4T,R18,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That's a bit creepy. Were you stalking her or something?,4,2,0,315
4T,R18,none,,Crofton: That's a bit creepy. Were you stalking her or something?,5,0,4,315
4T,R2,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That's creepy.""",3,0,3,315
4T,R2,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That's creepy.,0,1,0,315
4T,R2,none,,Crofton: That's creepy.,0,3,1,315
4T,R3,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Wow, it seems like you had fun.""",1,3,3,315
4T,R3,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,"Crofton: Wow, it seems like you had fun.",2,3,4,315
4T,R3,none,,"Crofton: Wow, it seems like you had fun.",0,3,4,315
4T,R4,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Oh poor girl I hope you didn't intimidate her.""",3,1,3,315
4T,R4,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: Oh poor girl I hope you didn't intimidate her.,4,5,2,315
4T,R4,none,,Crofton: Oh poor girl I hope you didn't intimidate her.,2,3,1,315
4T,R5,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""You are a nasty play boy!""",3,1,2,315
4T,R5,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: You are a nasty play boy!,0,0,3,315
4T,R5,none,,Crofton: You are a nasty play boy!,4,0,4,315
4T,R6,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""This is sounding awfully stalkerish Ryan.""",0,4,0,315
4T,R6,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: This is sounding awfully stalkerish Ryan.,0,0,4,315
4T,R6,none,,Crofton: This is sounding awfully stalkerish Ryan.,4,2,4,315
4T,R7,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Did you have fun?""",2,2,4,315
4T,R7,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: Did you have fun?,2,3,3,315
4T,R7,none,,Crofton: Did you have fun?,3,0,1,315
4T,R8,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""Sounds kinda creepy, they should put you on a list.""",1,0,5,315
4T,R8,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,"Crofton: Sounds kinda creepy, they should put you on a list.",4,0,0,315
4T,R8,none,,"Crofton: Sounds kinda creepy, they should put you on a list.",0,2,3,315
4T,R9,none,"Ryan arrives late to a game night with his friends. He tells Crofton that he was on a date with a girl he met on the train. Crofton asks him, ""How did you meet her?"" Ryan says, ""okay, it was just me and her at the back of the train, and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.""","Crofton says, ""That's weird bro.""",4,2,0,315
4T,R9,none,Ryan: Ok it was just me and her at the back of the train and I sat at the door so she had to pass by me if she wanted to switch cars. She was totally at my mercy.,Crofton: That's weird bro.,0,3,3,315
4T,R9,none,,Crofton: That's weird bro.,3,1,5,315
5F,R1,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""That makes me want to go even less.""",1,2,1,511
5F,R1,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: That makes me want to go even less.,1,0,1,511
5F,R1,none,,Crofton: That makes me want to go even less.,1,3,0,511
5F,R10,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""I'll go but I don't understand why me coming has an effect on you being on a date. It's a bit weird that she won't see you on her own, who does double dating these days.""",0,1,2,511
5F,R10,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: I'll go but I don't understand why me coming has an effect on you being on a date. It's a bit weird that she won't see you on her own, who does double dating these days.",1,0,0,511
5F,R10,none,,"Crofton: I'll go but I don't understand why me coming has an effect on you being on a date. It's a bit weird that she won't see you on her own, who does double dating these days.",3,2,0,511
5F,R11,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Oh.""",0,0,0,511
5F,R11,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Oh.,0,2,1,511
5F,R11,none,,Crofton: Oh.,3,0,0,511
5F,R12,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Remember what happened last time! It was a total disaster bro. Okay just this one last time.""",1,0,3,511
5F,R12,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Remember what happened last time! It was a total disaster bro. Okay just this one last time.,1,2,3,511
5F,R12,none,,Crofton: Remember what happened last time! It was a total disaster bro. Okay just this one last time.,0,3,1,511
5F,R13,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Ok fine but you owe me.""",2,0,2,511
5F,R13,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Ok fine but you owe me.,0,2,3,511
5F,R13,none,,Crofton: Ok fine but you owe me.,1,1,3,511
5F,R14,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""I will do it this one time and see how this woman is.""",1,0,1,511
5F,R14,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: I will do it this one time and see how this woman is.,1,1,1,511
5F,R14,none,,Crofton: I will do it this one time and see how this woman is.,2,0,3,511
5F,R15,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Is this really the right thing for you at the minute? Is she gonna be making you happy? I'll come along as a mate but don't be expecting me to get involved with her friend.""",1,0,2,511
5F,R15,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Is this really the right thing for you at the minute? Is she gonna be making you happy? I'll come along as a mate but don't be expecting me to get involved with her friend.,1,2,1,511
5F,R15,none,,Crofton: Is this really the right thing for you at the minute? Is she gonna be making you happy? I'll come along as a mate but don't be expecting me to get involved with her friend.,0,0,1,511
5F,R16,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Okay if you buy my food.""",2,4,4,511
5F,R16,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Okay if you buy my food.,1,1,3,511
5F,R16,none,,Crofton: Okay if you buy my food.,0,0,2,511
5F,R17,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Sorry, I don't feel like going out, especially if I'm just coming to make up the numbers.""",3,0,1,511
5F,R17,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: Sorry, I don't feel like going out, especially if I'm just coming to make up the numbers!",5,3,0,511
5F,R17,none,,"Crofton: Sorry, I don't feel like going out, especially if I'm just coming to make up the numbers!",3,0,4,511
5F,R18,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""I'm sorry, man I just can't make it. I'll make it up to you.""",4,0,0,511
5F,R18,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ","Crofton: I'm sorry, man I just can't make it. I'll make it up to you.",1,0,0,511
5F,R18,none,,"Crofton: I'm sorry, man I just can't make it. I'll make it up to you.",2,0,0,511
5F,R2,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Ok I'll take one for the team.""",0,0,3,511
5F,R2,none,"Crofton: Oh, uh, listen, about tonight...  John: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend. ",Crofton: Ok I'll take one for the team.,2,3,0,511
5F,R2,none,,Crofton: Ok I'll take one for the team.,1,2,0,511
5F,R3,none,"John has a date tonight, but he needs to bring a friend because the date wants to bring her friend along. John asks Crofton to come. Crofton says yes but he’s reluctant to go because John made it sound like the other girl is very needy and vulnerable. He says to John, ""Oh, uh, listen, about tonight..."" And John instantly gets that Crofton wants to bail and says, ""No, no, no, don't you dare bail on me. The only reason she's going out with me is because I said I could bring a friend for her friend.""","Crofton says, ""Fine I'll go, but only for you. I'm not going to get into anything with her friend.""",3,0,2,511
